PG,SG,SF,PF,C,G,F,UTIL,FPTS
Desmond Bane (32640035),Zach LaVine (32640001),Scottie Barnes (32639317),Kevin Durant (32639283),Mitchell Robinson (32639932),Ja Morant (32640041),Paolo Banchero (32639325),Joel Embiid (32639281),347.62
